,DATAFLOW,MEASURE,Measure,SECTOR,Sector of Ownership,WORK_TYPE,Type of work,BUILDING_TYPE,Type of building,REGION_TYPE,Region Type,REGION,Region,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,UNIT_MEASURE,Unit of Measure,UNIT_MULT,Unit of Multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
1082,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),10850,Blayney (A),M,Monthly,Sep-2021,2021-09,1,NUM,Number,0,Units,,,,
1083,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),10900,Blue Mountains (C),M,Monthly,Sep-2021,2021-09,14,NUM,Number,0,Units,,,,
1084,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),10950,Bogan (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
1085,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11150,Bourke (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
1086,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11200,Brewarrina (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
1087,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11250,Broken Hill (C),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
1088,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11300,Burwood (A),M,Monthly,Sep-2021,2021-09,4,NUM,Number,0,Units,,,,
1089,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11350,Byron (A),M,Monthly,Sep-2021,2021-09,20,NUM,Number,0,Units,,,,
1090,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11400,Cabonne (A),M,Monthly,Sep-2021,2021-09,5,NUM,Number,0,Units,,,,
1091,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11450,Camden (A),M,Monthly,Sep-2021,2021-09,216,NUM,Number,0,Units,,,,
1092,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11500,Campbelltown (C) (NSW),M,Monthly,Sep-2021,2021-09,40,NUM,Number,0,Units,,,,
1093,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11520,Canada Bay (A),M,Monthly,Sep-2021,2021-09,15,NUM,Number,0,Units,,,,
1094,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11570,Canterbury-Bankstown (A),M,Monthly,Sep-2021,2021-09,41,NUM,Number,0,Units,,,,
1095,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11600,Carrathool (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
1096,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11650,Central Coast (C) (NSW),M,Monthly,Sep-2021,2021-09,72,NUM,Number,0,Units,,,,
1097,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11700,Central Darling (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
1098,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11720,Cessnock (C),M,Monthly,Sep-2021,2021-09,41,NUM,Number,0,Units,,,,
1099,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11730,Clarence Valley (A),M,Monthly,Sep-2021,2021-09,18,NUM,Number,0,Units,,,,
1100,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11750,Cobar (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
1101,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),11800,Coffs Harbour (C),M,Monthly,Sep-2021,2021-09,18,NUM,Number,0,Units,,,,
1102,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),12000,Coolamon (A),M,Monthly,Sep-2021,2021-09,3,NUM,Number,0,Units,,,,
1103,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),12150,Coonamble (A),M,Monthly,Sep-2021,2021-09,1,NUM,Number,0,Units,,,,
1104,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),12160,Cootamundra-Gundagai Regional (A),M,Monthly,Sep-2021,2021-09,7,NUM,Number,0,Units,,,,
1105,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),12350,Cowra (A),M,Monthly,Sep-2021,2021-09,2,NUM,Number,0,Units,,,,
1106,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),12380,Cumberland (A),M,Monthly,Sep-2021,2021-09,25,NUM,Number,0,Units,,,,
1107,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),12390,Dubbo Regional (A),M,Monthly,Sep-2021,2021-09,22,NUM,Number,0,Units,,,,
1108,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),12700,Dungog (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
1109,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),12730,Edward River (A),M,Monthly,Sep-2021,2021-09,1,NUM,Number,0,Units,,,,
1110,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),12750,Eurobodalla (A),M,Monthly,Sep-2021,2021-09,25,NUM,Number,0,Units,,,,
1111,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),12850,Fairfield (C),M,Monthly,Sep-2021,2021-09,70,NUM,Number,0,Units,,,,
1112,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),12870,Federation (A),M,Monthly,Sep-2021,2021-09,6,NUM,Number,0,Units,,,,
1113,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),12900,Forbes (A),M,Monthly,Sep-2021,2021-09,1,NUM,Number,0,Units,,,,
1114,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),12930,Georges River (A),M,Monthly,Sep-2021,2021-09,22,NUM,Number,0,Units,,,,
1115,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),12950,Gilgandra (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
6198,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),13010,Glen Innes Severn (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
6199,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),13310,Goulburn Mulwaree (A),M,Monthly,Sep-2021,2021-09,29,NUM,Number,0,Units,,,,
6200,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),13340,Greater Hume Shire (A),M,Monthly,Sep-2021,2021-09,7,NUM,Number,0,Units,,,,
6201,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),13450,Griffith (C),M,Monthly,Sep-2021,2021-09,18,NUM,Number,0,Units,,,,
6202,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),13550,Gunnedah (A),M,Monthly,Sep-2021,2021-09,4,NUM,Number,0,Units,,,,
6203,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),13660,Gwydir (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
6204,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),13800,Hawkesbury (C),M,Monthly,Sep-2021,2021-09,20,NUM,Number,0,Units,,,,
6205,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),13850,Hay (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
6206,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),13910,Hilltops (A),M,Monthly,Sep-2021,2021-09,3,NUM,Number,0,Units,,,,
6207,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14000,Hornsby (A),M,Monthly,Sep-2021,2021-09,17,NUM,Number,0,Units,,,,
6208,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14100,Hunters Hill (A),M,Monthly,Sep-2021,2021-09,2,NUM,Number,0,Units,,,,
6209,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14170,Inner West (A),M,Monthly,Sep-2021,2021-09,4,NUM,Number,0,Units,,,,
6210,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14220,Inverell (A),M,Monthly,Sep-2021,2021-09,3,NUM,Number,0,Units,,,,
6211,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14300,Junee (A),M,Monthly,Sep-2021,2021-09,2,NUM,Number,0,Units,,,,
6212,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14350,Kempsey (A),M,Monthly,Sep-2021,2021-09,1,NUM,Number,0,Units,,,,
6213,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14400,Kiama (A),M,Monthly,Sep-2021,2021-09,9,NUM,Number,0,Units,,,,
6214,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14500,Ku-ring-gai (A),M,Monthly,Sep-2021,2021-09,32,NUM,Number,0,Units,,,,
6215,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14550,Kyogle (A),M,Monthly,Sep-2021,2021-09,2,NUM,Number,0,Units,,,,
6216,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14600,Lachlan (A),M,Monthly,Sep-2021,2021-09,1,NUM,Number,0,Units,,,,
6217,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14650,Lake Macquarie (C),M,Monthly,Sep-2021,2021-09,73,NUM,Number,0,Units,,,,
6218,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14700,Lane Cove (A),M,Monthly,Sep-2021,2021-09,7,NUM,Number,0,Units,,,,
6219,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14750,Leeton (A),M,Monthly,Sep-2021,2021-09,3,NUM,Number,0,Units,,,,
6220,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14850,Lismore (C),M,Monthly,Sep-2021,2021-09,9,NUM,Number,0,Units,,,,
6221,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14870,Lithgow (C),M,Monthly,Sep-2021,2021-09,11,NUM,Number,0,Units,,,,
6222,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14900,Liverpool (C),M,Monthly,Sep-2021,2021-09,180,NUM,Number,0,Units,,,,
6223,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14920,Liverpool Plains (A),M,Monthly,Sep-2021,2021-09,1,NUM,Number,0,Units,,,,
6224,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),14950,Lockhart (A),M,Monthly,Sep-2021,2021-09,2,NUM,Number,0,Units,,,,
6225,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15050,Maitland (C),M,Monthly,Sep-2021,2021-09,74,NUM,Number,0,Units,,,,
6226,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15240,Mid-Coast (A),M,Monthly,Sep-2021,2021-09,41,NUM,Number,0,Units,,,,
6227,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15270,Mid-Western Regional (A),M,Monthly,Sep-2021,2021-09,4,NUM,Number,0,Units,,,,
6228,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15300,Moree Plains (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
6229,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15350,Mosman (A),M,Monthly,Sep-2021,2021-09,4,NUM,Number,0,Units,,,,
6230,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15520,Murray River (A),M,Monthly,Sep-2021,2021-09,1,NUM,Number,0,Units,,,,
6231,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15560,Murrumbidgee (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
6232,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15650,Muswellbrook (A),M,Monthly,Sep-2021,2021-09,4,NUM,Number,0,Units,,,,
6233,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15700,Nambucca Valley (A),M,Monthly,Sep-2021,2021-09,14,NUM,Number,0,Units,,,,
6234,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15750,Narrabri (A),M,Monthly,Sep-2021,2021-09,2,NUM,Number,0,Units,,,,
6235,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15800,Narrandera (A),M,Monthly,Sep-2021,2021-09,1,NUM,Number,0,Units,,,,
6236,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15850,Narromine (A),M,Monthly,Sep-2021,2021-09,1,NUM,Number,0,Units,,,,
6237,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15900,Newcastle (C),M,Monthly,Sep-2021,2021-09,26,NUM,Number,0,Units,,,,
6238,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15950,North Sydney (A),M,Monthly,Sep-2021,2021-09,2,NUM,Number,0,Units,,,,
6239,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,110,Houses,LGA2021,Local Government Areas (2021),15990,Northern Beaches (A),M,Monthly,Sep-2021,2021-09,47,NUM,Number,0,Units,,,,
18,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),0,Australia,M,Monthly,Sep-2021,2021-09,3119,NUM,Number,0,Units,,,,
19,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),1,New South Wales,M,Monthly,Sep-2021,2021-09,1045,NUM,Number,0,Units,,,,
20,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),2,Victoria,M,Monthly,Sep-2021,2021-09,1033,NUM,Number,0,Units,,,,
21,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),3,Queensland,M,Monthly,Sep-2021,2021-09,696,NUM,Number,0,Units,,,,
22,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),4,South Australia,M,Monthly,Sep-2021,2021-09,151,NUM,Number,0,Units,,,,
23,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),5,Western Australia,M,Monthly,Sep-2021,2021-09,98,NUM,Number,0,Units,,,,
24,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),6,Tasmania,M,Monthly,Sep-2021,2021-09,5,NUM,Number,0,Units,,,,
25,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),7,Northern Territory,M,Monthly,Sep-2021,2021-09,6,NUM,Number,0,Units,,,,
26,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),8,Australian Capital Territory,M,Monthly,Sep-2021,2021-09,85,NUM,Number,0,Units,,,,
1116,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),10050,Albury (C),M,Monthly,Sep-2021,2021-09,3,NUM,Number,0,Units,,,,
1117,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),10180,Armidale Regional (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
1118,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),10250,Ballina (A),M,Monthly,Sep-2021,2021-09,2,NUM,Number,0,Units,,,,
1119,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),10300,Balranald (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
1120,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),10470,Bathurst Regional (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
1121,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),10500,Bayside (A),M,Monthly,Sep-2021,2021-09,2,NUM,Number,0,Units,,,,
1122,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),10550,Bega Valley (A),M,Monthly,Sep-2021,2021-09,2,NUM,Number,0,Units,,,,
1123,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,1,New,120,"Semi-detached, row or terrace houses, townhouses - Total",LGA2021,Local Government Areas (2021),10600,Bellingen (A),M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
